keyword,search_volume,kd,cpc,competition,intent,competitor_count,best_competitor_position,best_competitor_domain,best_competitor_url,all_competitors,our_position,our_url,opportunity_score,serp_features
clean a composite deck,6600,4,0.41999998688697815,0.9800000190734863,informational,1,33,deckguru.com,https://deckguru.com/how-to-clean-a-composite-deck/,deckguru.com #33,,,194.12,"ai_overview, video, people_also_ask, short_videos, organic, related_searches"
three seasons sunrooms,3600,0,7.179999828338623,0.23000000417232513,navigational,1,18,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #18,,,189.47,"organic, video, popular_products, local_pack, people_also_ask, related_searches, images"
wash composite deck,6600,0,0.41999998688697815,0.9800000190734863,informational,1,34,deckguru.com,https://deckguru.com/blog/how-to-clean-a-composite-deck/,deckguru.com #34,,,188.57,"ai_overview, organic, people_also_ask, video, discussions_and_forums, short_videos, related_searches"
how much do screen porches cost,1300,6,8.5600004196167,0.6399999856948853,informational,1,6,deckscapesofva.com,https://deckscapesofva.com/blog/porch-costs-northern-virginia,deckscapesofva.com #6,,,185.71,"featured_snippet, people_also_ask, organic, people_also_search, popular_products, related_searches"
multi-level decking,2400,0,1.6700000762939453,0.05000000074505806,transactional,1,12,deckscapesofva.com,https://deckscapesofva.com/blog/designing-multi-level-decks-northern-va,deckscapesofva.com #12,,,184.62,"images, organic, people_also_ask, video, perspectives, related_searches"
multi-level decks,2400,2,1.6700000762939453,0.05000000074505806,informational,1,12,deckscapesofva.com,https://deckscapesofva.com/blog/designing-multi-level-decks-northern-va,deckscapesofva.com #12,,,184.62,"images, organic, people_also_ask, video, discussions_and_forums, related_searches"
retaining wall pressure treated wood,4400,0,0.9900000095367432,0.25,transactional,1,23,fairfaxcontractor.com,https://fairfaxcontractor.com/wood-retaining-wall-contractor/,fairfaxcontractor.com #23,,,183.33,"organic, images, video, people_also_ask, discussions_and_forums, related_searches"
board on board wood fence,720,0,0.9300000071525574,0.8299999833106995,transactional,1,3,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-wood/board-on-board/,fenceanddeckconnection.com #3,,,180.0,"images, organic, video, people_also_ask, popular_products, related_searches"
wood board-on-board fence,720,0,0.9300000071525574,0.8299999833106995,transactional,1,3,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-wood/board-on-board/,fenceanddeckconnection.com #3,,,180.0,"images, people_also_ask, organic, video, short_videos, popular_products, related_searches"
wood fence board on board,720,0,0.9300000071525574,0.8299999833106995,transactional,1,3,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-wood/board-on-board/,fenceanddeckconnection.com #3,,,180.0,"images, people_also_ask, organic, video, popular_products, related_searches"
contractor deck,12100,30,14.010000228881836,0.17000000178813934,commercial,1,67,battlefielddecks.com,https://battlefielddecks.com/best-deck-contractors-gainesville-common-traits/,battlefielddecks.com #67,,,177.94,"local_pack, people_also_ask, organic, popular_products, perspectives, video, related_searches, images"
cost of a three-season room,880,0,8.920000076293945,0.9399999976158142,informational,1,4,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #4,,,176.0,"ai_overview, organic, people_also_ask, discussions_and_forums, people_also_search, video, images, related_searches"
three season room,5400,0,7.309999942779541,1,informational,1,30,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #30,,,174.19,"ai_overview, organic, people_also_ask, discussions_and_forums, related_searches, images"
mortar cement,3600,14,0.20000000298023224,0.75,transactional,1,20,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #20,,,171.43,"ai_overview, organic, people_also_ask, product_considerations, images, related_searches"
porch builder,8100,35,8.760000228881836,0.14000000059604645,commercial,1,47,coreoutdoor.com,https://www.coreoutdoor.com/,coreoutdoor.com #47,,,168.75,"local_pack, organic, people_also_ask, video, related_searches, images"
davis concrete colors,1000,4,5.429999828338623,0.18000000715255737,navigational,1,5,fairfaxcontractor.com,https://fairfaxcontractor.com/davis-color-chart/,fairfaxcontractor.com #5,,,166.67,"organic, images, related_searches, popular_products"
constructive services,5400,9,7.869999885559082,0.14000000059604645,navigational,1,32,commconstruct.com,https://commconstruct.com/about,commconstruct.com #32,,,163.64,"organic, people_also_ask, related_searches, knowledge_graph, google_reviews, third_party_reviews"
how much do screened porches cost,1300,0,8.5600004196167,0.6399999856948853,commercial,1,7,deckscapesofva.com,https://deckscapesofva.com/blog/porch-costs-northern-virginia,deckscapesofva.com #7,,,162.5,"ai_overview, organic, people_also_ask, related_searches"
how much does screened in porch cost,1300,0,8.5600004196167,0.6399999856948853,informational,1,7,deckscapesofva.com,https://deckscapesofva.com/blog/porch-costs-northern-virginia,deckscapesofva.com #7,,,162.5,"ai_overview, organic, people_also_ask, related_searches"
under deck drainage system for existing decks,1300,0,2.6700000762939453,0.9900000095367432,commercial,1,7,deckscapesofva.com,https://deckscapesofva.com/blog/what-is-under-deck-drainage-and-best-options,deckscapesofva.com #7,,,162.5,"ai_overview, organic, people_also_ask, video, images, discussions_and_forums, popular_products, related_searches"
board on board privacy fence,1300,0,0.6700000166893005,0.7300000190734863,transactional,1,7,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-wood/board-on-board/,fenceanddeckconnection.com #7,,,162.5,"images, video, people_also_ask, organic, popular_products, short_videos, related_searches"
screen porch construction,1300,0,11.34000015258789,0.11999999731779099,commercial,1,7,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/screened-porch-construction-process/,fenceanddeckconnection.com #7,,,162.5,"video, organic, images, people_also_ask, local_pack, related_searches"
timbertech costs,1300,10,2.6500000953674316,1,commercial,1,7,sunburstdeck.com,https://sunburstdeck.com/guide-to-timbertech-decking-costs/,sunburstdeck.com #7,,,162.5,"ai_overview, organic, people_also_ask, discussions_and_forums, popular_products, related_searches, images"
restoration deck,2900,0,5.779999732971191,0.8600000143051147,commercial,1,17,deckguru.com,https://deckguru.com/how-to-restore-a-weathered-deck-a-complete-guide/,deckguru.com #17,,,161.11,"local_pack, organic, video, people_also_ask, perspectives, popular_products, related_searches"
decking boards dimensions,1600,2,0.49000000953674316,0.9300000071525574,informational,1,9,deckguru.com,https://deckguru.com/how-wide-are-deck-boards/,deckguru.com #9,,,160.0,"ai_overview, images, people_also_ask, organic, popular_products, video, related_searches"
deck builders fairfax va,480,0,19.639999389648438,0.029999999329447746,commercial,12,2,deckscapesofva.com,https://deckscapesofva.com/,deckscapesofva.com #2; fairfaxcontractor.com #4; fortress.builders #6; battlefielddecks.com #7; northerndeckworks.com #8; decksva.com #10; prodeckconstructionva.com #12; steadfastinc.com #13; deckbuildersinc.com #23; deckguru.com #24; velerodeckdesigns.com #26; stoneridgeoutdoor.com #37,,,160.0,"local_pack, organic, related_searches"
community construction,320,0,12.300000190734863,0.05000000074505806,navigational,1,1,commconstruct.com,https://commconstruct.com/,commconstruct.com #1,,,160.0,"organic, local_pack, related_searches, google_reviews, images"
cleaning trex decks,1900,0,0.550000011920929,0.9599999785423279,commercial,1,11,battlefielddecks.com,https://battlefielddecks.com/how-to-clean-trex-decking/,battlefielddecks.com #11,,,158.33,"ai_overview, organic, people_also_ask, video, perspectives, discussions_and_forums, short_videos, related_searches"
decking resurfacing,1900,0,6.039999961853027,0.8799999952316284,commercial,1,11,deckguru.com,https://deckguru.com/everything-you-need-to-know-about-deck-resurfacing/,deckguru.com #11,,,158.33,"local_pack, organic, popular_products, people_also_ask, video, perspectives, related_searches"
drainage system for decks,1900,10,2.180000066757202,1,transactional,1,11,deckscapesofva.com,https://deckscapesofva.com/blog/what-is-under-deck-drainage-and-best-options,deckscapesofva.com #11,,,158.33,"organic, popular_products, images, video, people_also_ask, perspectives, local_pack, related_searches"
multilevel deck design,1900,0,3.009999990463257,0.05000000074505806,commercial,1,11,deckscapesofva.com,https://deckscapesofva.com/blog/designing-multi-level-decks-northern-va,deckscapesofva.com #11,,,158.33,"images, organic, video, discussions_and_forums, related_searches, popular_products"
cleaners for composite decking,6600,0,0.41999998688697815,0.9800000190734863,transactional,1,41,deckguru.com,https://deckguru.com/how-to-clean-a-composite-deck/,deckguru.com #41,,,157.14,"ai_overview, people_also_ask, organic, video, discussions_and_forums, short_videos, related_searches"
decks and design,8100,36,4.579999923706055,0.9100000262260437,informational,1,51,craigsundecks.com,https://craigsundecks.com/decks/,craigsundecks.com #51,,,155.77,"local_pack, images, organic, people_also_search, related_searches"
sunrooms four seasons,5400,13,6.420000076293945,0.9100000262260437,navigational,1,35,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #35,,,150.0,"local_pack, organic, video, related_searches, popular_products, images"
decking boards size,1600,0,0.49000000953674316,0.9300000071525574,transactional,1,10,deckguru.com,https://deckguru.com/how-wide-are-deck-boards/,deckguru.com #10,,,145.45,"ai_overview, organic, people_also_ask, popular_products, images, video, related_searches"
size deck boards,1600,2,0.49000000953674316,0.9300000071525574,transactional,1,10,deckguru.com,https://deckguru.com/how-wide-are-deck-boards/,deckguru.com #10,,,145.45,"ai_overview, organic, people_also_ask, popular_products, video, related_searches, images"
size decking boards,1600,2,0.49000000953674316,0.9300000071525574,transactional,1,10,deckguru.com,https://deckguru.com/how-wide-are-deck-boards/,deckguru.com #10,,,145.45,"ai_overview, popular_products, people_also_ask, images, organic, related_searches"
deck vs patio vs porch,1300,0,17.280000686645508,0.05000000074505806,informational,1,8,deckscapesofva.com,https://deckscapesofva.com/blog/patio-porch-deck-right-for-me,deckscapesofva.com #8,,,144.44,"ai_overview, organic, people_also_ask, images, discussions_and_forums, related_searches"
fence deck,1300,19,7.079999923706055,0.8600000143051147,transactional,1,8,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/monthly-specials/,fenceanddeckconnection.com #8,,,144.44,"local_pack, images, people_also_ask, organic, related_searches"
enclosed decks,1300,0,5.769999980926514,1,transactional,1,8,sunburstdeck.com,https://sunburstdeck.com/enclosed-deck-ideas-for-the-new-year/,sunburstdeck.com #8,,,144.44,"images, organic, people_also_ask, video, popular_products, perspectives, related_searches"
deck boards width,720,0,0.25999999046325684,0.8799999952316284,informational,1,4,deckguru.com,https://deckguru.com/how-wide-are-deck-boards/,deckguru.com #4,,,144.0,"ai_overview, images, people_also_ask, organic, video, related_searches"
concrete color chart davis,720,7,0.029999999329447746,0.03999999910593033,informational,1,4,fairfaxcontractor.com,https://fairfaxcontractor.com/davis-color-chart/,fairfaxcontractor.com #4,,,144.0,"images, organic, related_searches"
4 season sunroom cost,720,0,6.529999732971191,0.9800000190734863,informational,1,4,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #4,,,144.0,"ai_overview, organic, people_also_ask, discussions_and_forums, video, images, related_searches, popular_products"
vinyl siding installation contractors,9900,5,28,0.09000000357627869,commercial,1,68,commconstruct.com,https://commconstruct.com/siding,commconstruct.com #68,,,143.48,"local_pack, organic, people_also_ask, related_searches"
horizontal board fences,1000,0,0.47999998927116394,1,transactional,1,6,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-wood/horizontal-privacy/,fenceanddeckconnection.com #6,,,142.86,"images, organic, popular_products, people_also_ask, video, related_searches"
screened-in porch builders,1000,10,16.899999618530273,0.14000000059604645,commercial,2,6,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/screened-porches/,fenceanddeckconnection.com #6; stoneridgeoutdoor.com #55,,,142.86,"local_pack, organic, people_also_ask, video, related_searches"
porch v deck,2400,0,1.2100000381469727,0.009999999776482582,informational,1,16,deckscapesofva.com,https://deckscapesofva.com/blog/patio-porch-deck-right-for-me,deckscapesofva.com #16,,,141.18,"ai_overview, organic, people_also_ask, video, short_videos, related_searches, images"
pergola builders,5400,0,10.59000015258789,0.30000001192092896,commercial,1,38,stoneridgeoutdoor.com,https://www.stoneridgeoutdoor.com/service/pergola-builder/,stoneridgeoutdoor.com #38,,,138.46,"local_pack, people_also_ask, organic, people_also_search, popular_products, related_searches, images"
deck contractor,12100,27,14.010000228881836,0.17000000178813934,commercial,1,87,decksva.com,https://www.decksva.com/,decksva.com #87,,,137.5,"local_pack, people_also_ask, organic, related_searches, images"
deck trex cost,8100,0,2.5299999713897705,0.9900000095367432,commercial,1,58,battlefielddecks.com,https://battlefielddecks.com/is-a-trex-deck-worth-the-cost-fairfax-va/,battlefielddecks.com #58,,,137.29,"ai_overview, people_also_ask, organic, related_searches, images"
